id,hanzi,pinyin,pos,hanviet,vi,created_at,lesson_label,count_done,count_target,cau_truc,ket_hop,nghia,dong_am,gan_nghia,course
interview-听讲,听讲,tīng jiǎng,动,thính giảng,nghe giảng bài,2026-06-14 08:40:35.385436+00,第十一课 职业培训,0,10,,,,,,interview
interview-听说,听说,tīng shuō,动,thính thuyết,"nghe nói, nghe đồn",2026-06-14 08:39:31.440168+00,第一课 应聘与面试,0,10,,,,,,interview
interview-听过,听过,tīng guò,动,thính quá,đã từng nghe qua,2026-06-14 08:40:24.711819+00,第七课 汇报工作,0,10,,,,,,interview
interview-启程,启程,qǐ chéng,动,khải trình,"lên đường, khởi hành",2026-06-14 09:01:07.222001+00,第三课 工作交接,0,10,,,,,,interview
interview-吸取,吸取,xī qǔ,动,hấp thủ,"tiếp thu, rút ra bài học",2026-06-14 09:00:40.063855+00,B1 求职面试,0,10,,,,,,interview
interview-吸引,吸引,xī yǐn,动,hấp dẫn,"thu hút, hấp dẫn",2026-06-14 08:41:21.77578+00,第十二课 个人述职,0,10,,,,,,interview
interview-吸气,吸气,xī qì,动,hấp khí,"hít vào, hít thở",2026-06-14 08:41:25.512853+00,第十二课 个人述职,0,10,,,,,,interview
interview-呆板,呆板,dāi bǎn,形,ngốc bản,"cứng nhắc, đơn điệu, tẻ nhạt",2026-06-14 09:00:34.471457+00,B1 求职面试,0,10,,,,,,interview
interview-告诉,告诉,gào su,动,cáo tố,"nói cho biết, thông báo",2026-06-14 09:00:25.76701+00,B1 求职面试,0,10,,,,,,interview
interview-员工,员工,yuán gōng,名,viên công,"nhân viên, công nhân viên",2026-06-14 08:40:08.999098+00,第一课 应聘与面试,0,10,,,,,,interview
interview-周到,周到,zhōu dào,形,chu đáo,"chu đáo, tỉ mỉ, cẩn thận",2026-06-14 08:39:54.163583+00,B1 求职面试,0,10,,,,,,interview
interview-周末,周末,zhōu mò,名,chu mạt,cuối tuần,2026-06-14 08:40:27.818899+00,第十一课 职业培训,0,10,,,,,,interview
interview-呼吸,呼吸,hū xī,动,hô hấp,"hô hấp, thở",2026-06-14 08:41:24.483324+00,第十二课 个人述职,0,10,,,,,,interview
interview-呼气,呼气,hū qì,动,hô khí,"thở ra, phả hơi",2026-06-14 08:41:24.995718+00,第十二课 个人述职,0,10,,,,,,interview
interview-和蔼可亲,和蔼可亲,hé ǎi kě qīn,形,hòa ái khả thân,"hiền hòa, dễ gần, thân thiện",2026-06-14 09:01:02.33309+00,第二课 同事关系,0,10,,,,,,interview
interview-和谐,和谐,hé xié,形,hòa hài,"hài hòa, hòa thuận",2026-06-14 08:40:17.465216+00,第二课 同事关系,0,10,,,,,,interview
interview-咖啡,咖啡,kā fēi,名,,cà phê,2026-06-14 08:40:38.359882+00,第十一课 职业培训,0,10,,,,,,interview
interview-品德,品德,pǐn dé,名,phẩm đức,"phẩm đức, đạo đức cá nhân",2026-06-14 09:00:42.631668+00,B1 求职面试,0,10,,,,,,interview
interview-哈佛大学,哈佛大学,Hā fó Dà xué,名,,Đại học Harvard,2026-06-14 09:01:06.425083+00,第三课 工作交接,0,10,,,,,,interview
interview-哪些,哪些,nǎ xiē,代,,"những cái nào, những gì",2026-06-14 08:39:33.242922+00,第一课 应聘与面试,0,10,,,,,,interview
interview-哪里,哪里,nǎ lǐ,代,,"ở đâu, nơi nào",2026-06-14 08:40:28.206704+00,第十一课 职业培训,0,10,,,,,,interview
interview-商业,商业,shāng yè,名,thương nghiệp,"thương mại, kinh doanh",2026-06-14 08:40:46.114078+00,第十一课 职业培训,0,10,,,,,,interview
interview-商务活动,商务活动,shāng wù huó dòng,名,thương vụ hoạt động,hoạt động kinh doanh thương mại,2026-06-14 08:40:45.853655+00,第十一课 职业培训,0,10,,,,,,interview
interview-商品,商品,shāng pǐn,名,thương phẩm,"hàng hóa, sản phẩm thương mại",2026-06-14 08:39:51.615583+00,第五课 公司会议,0,10,,,,,,interview
interview-商场,商场,shāng chǎng,名,thương trường,"trung tâm mua sắm, thương trường",2026-06-14 08:41:19.609483+00,第十二课 个人述职,0,10,,,,,,interview
interview-商户,商户,shāng hù,名,thương hộ,"hộ kinh doanh, tiểu thương",2026-06-14 08:40:44.88429+00,第十一课 职业培训,0,10,,,,,,interview
interview-商讨,商讨,shāng tǎo,动,thương thảo,"thảo luận, bàn bạc cùng nhau",2026-06-14 08:39:58.295192+00,第七课 汇报工作,0,10,,,,,,interview
interview-商贸,商贸,shāng mào,名,thương mậu,"thương mại, buôn bán",2026-06-14 08:40:44.237931+00,第十一课 职业培训,0,10,,,,,,interview
interview-善于,善于,shàn yú,动,thiện ư,"giỏi về, có sở trường",2026-06-14 08:39:28.03088+00,第一课 应聘与面试,0,10,,,,,,interview
interview-善意,善意,shàn yì,名,thiện ý,"thiện ý, lòng tốt",2026-06-14 08:41:30.561705+00,第十二课 个人述职,0,10,,,,,,interview
interview-喜欢,喜欢,xǐ huān,动,hỉ hoan,"thích, yêu thích",2026-06-14 08:39:53.777596+00,第二课 同事关系,0,10,,,,,,interview
interview-喝杯,喝杯,hē bēi,动,hát bôi,"uống một ly, nhâm nhi",2026-06-14 08:40:38.234575+00,第十一课 职业培训,0,10,,,,,,interview
interview-嘉辉,嘉辉,Jiā huī,名,Gia Huy,tên riêng Gia Huy,2026-06-14 08:39:11.709182+00,第四课 日程安排,0,10,,,,,,interview
interview-四个,四个,sì gè,数,tứ cá,"bốn cái, bốn người",2026-06-14 08:40:19.18659+00,第七课 汇报工作,0,10,,,,,,interview
interview-四份,四份,sì fèn,数,tứ phần,"bốn phần, bốn suất",2026-06-14 08:40:05.960151+00,第七课 汇报工作,0,10,,,,,,interview
interview-四点,四点,sì diǎn,名,tứ điểm,"bốn giờ, bốn điểm",2026-06-14 08:39:22.940918+00,第四课 日程安排,0,10,,,,,,interview
interview-四遍,四遍,sì biàn,数,tứ biến,"bốn lần, bốn lượt",2026-06-14 08:41:25.388189+00,第十二课 个人述职,0,10,,,,,,interview
interview-回到,回到,huí dào,动,hồi đáo,"trở về, quay lại",2026-06-14 09:01:08.444615+00,第三课 工作交接,0,10,,,,,,interview
interview-回去,回去,huí qù,动,hồi khứ,"quay trở về, đi trở lại",2026-06-14 08:40:06.482426+00,第七课 汇报工作,0,10,,,,,,interview
interview-回收率,回收率,huí shōu lǜ,名,hồi thu suất,"tỷ lệ tái chế, tỷ lệ thu hồi",2026-06-14 08:41:05.143288+00,第十二课 个人述职,0,10,,,,,,interview
interview-回来,回来,huí lái,动,hồi lai,"trở về, quay lại",2026-06-14 08:39:23.329834+00,第三课 工作交接,0,10,,,,,,interview
interview-回顾过去,回顾过去,huí gù guò qù,短,hồi cố quá khứ,nhìn lại quá khứ,2026-06-14 08:41:10.659981+00,第十二课 个人述职,0,10,,,,,,interview
interview-因为,因为,yīn wèi,连,nhân vi,"vì, bởi vì",2026-06-14 08:39:49.552893+00,第二课 同事关系,0,10,,,,,,interview
interview-因故,因故,yīn gù,副,nhân cố,vì lý do nào đó,2026-06-14 09:00:40.698913+00,B1 求职面试,0,10,,,,,,interview
interview-因此,因此,yīn cǐ,连,nhân thử,"vì vậy, do đó",2026-06-14 08:41:01.041833+00,B1 求职面试,0,10,,,,,,interview
interview-因素,因素,yīn sù,名,nhân tố,"nhân tố, yếu tố",2026-06-14 08:40:14.607379+00,第二课 同事关系,0,10,,,,,,interview
interview-团结,团结,tuán jié,动,đoàn kết,"đoàn kết, thống nhất",2026-06-14 08:41:17.578787+00,第十二课 个人述职,0,10,,,,,,interview
interview-团队精神,团队精神,tuán duì jīng shén,名,đoàn đội tinh thần,tinh thần đồng đội,2026-06-14 09:00:20.478105+00,第一课 应聘与面试,0,10,,,,,,interview
interview-困难,困难,kùn nán,形,khốn nan,"khó khăn, gian nan",2026-06-14 08:41:17.842904+00,第十二课 个人述职,0,10,,,,,,interview
interview-固定资产,固定资产,gù dìng zī chǎn,名,cố định tư sản,tài sản cố định,2026-06-14 09:00:49.527259+00,第二课 同事关系,0,10,,,,,,interview
interview-国内,国内,guó nèi,名,quốc nội,"trong nước, nội địa",2026-06-14 09:00:03.855744+00,第一课 应聘与面试,0,10,,,,,,interview
interview-国外,国外,guó wài,名,quốc ngoại,nước ngoài,2026-06-14 09:01:05.889471+00,第三课 工作交接,0,10,,,,,,interview
interview-国际,国际,guó jì,名,quốc tế,quốc tế,2026-06-14 08:40:33.198139+00,第十一课 职业培训,0,10,,,,,,interview
interview-圆满完成,圆满完成,yuán mǎn wán chéng,短,viên mãn hoàn thành,hoàn thành viên mãn,2026-06-14 08:41:11.276606+00,第十二课 个人述职,0,10,,,,,,interview
interview-在乎,在乎,zài hu,动,tại hồ,"quan tâm, để ý đến",2026-06-14 08:40:26.276358+00,第七课 汇报工作,0,10,,,,,,interview
interview-在于,在于,zài yú,动,tại ư,"nằm ở, cốt ở",2026-06-14 08:40:23.120175+00,第七课 汇报工作,0,10,,,,,,interview
interview-在场,在场,zài chǎng,动,tại trường,có mặt tại hiện trường,2026-06-14 08:40:11.886254+00,第七课 汇报工作,0,10,,,,,,interview
interview-在校,在校,zài xiào,动,tại hiệu,"đang học, còn trong trường",2026-06-14 09:00:01.058827+00,第一课 应聘与面试,0,10,,,,,,interview
interview-在线,在线,zài xiàn,动,tại tuyến,"trực tuyến, online",2026-06-14 08:40:45.295341+00,第十一课 职业培训,0,10,,,,,,interview
interview-地点,地点,dì diǎn,名,địa điểm,"địa điểm, vị trí",2026-06-14 09:00:37.518902+00,B1 求职面试,0,10,,,,,,interview
interview-坐在,坐在,zuò zài,动,tọa tại,"ngồi ở, đang ngồi tại",2026-06-14 08:41:30.037304+00,第十二课 个人述职,0,10,,,,,,interview
interview-培训,培训,péi xùn,动,bồi huấn,"đào tạo, bồi dưỡng",2026-06-14 08:40:31.624574+00,第十一课 职业培训,0,10,,,,,,interview
interview-培训班,培训班,péi xùn bān,名,bồi huấn ban,"lớp đào tạo, lớp bồi dưỡng",2026-06-14 09:00:16.631621+00,第一课 应聘与面试,0,10,,,,,,interview
interview-基础,基础,jī chǔ,名,cơ sở,"cơ sở, nền tảng",2026-06-14 08:39:25.620905+00,第四课 日程安排,0,10,,,,,,interview
interview-增加一倍,增加一倍,zēng jiā yī bèi,短,tăng gia nhất bội,tăng gấp đôi,2026-06-14 08:41:04.88982+00,第十二课 个人述职,0,10,,,,,,interview
interview-增强,增强,zēng qiáng,动,tăng cường,"tăng cường, củng cố",2026-06-14 09:00:36.339048+00,B1 求职面试,0,10,,,,,,interview
interview-处事,处事,chǔ shì,动,xử sự,"xử sự, đối xử việc đời",2026-06-14 08:40:56.020368+00,B1 求职面试,0,10,,,,,,interview
interview-处在,处在,chǔ zài,动,xử tại,"đang ở trong, đang xử",2026-06-14 08:40:49.278627+00,第十一课 职业培训,0,10,,,,,,interview
interview-处理,处理,chǔ lǐ,动,xử lý,"xử lý, giải quyết",2026-06-14 08:40:09.273973+00,第七课 汇报工作,0,10,,,,,,interview
interview-复杂,复杂,fù zá,形,phức tạp,phức tạp,2026-06-14 08:40:24.193138+00,第七课 汇报工作,0,10,,,,,,interview
interview-外滩,外滩,Wài Tān,名,ngoại than,"Ngoại Than, bờ sông Thượng Hải",2026-06-14 08:39:31.952834+00,第四课 日程安排,0,10,,,,,,interview
interview-外面,外面,wài miàn,名,ngoại diện,"bên ngoài, phía ngoài",2026-06-14 08:39:52.268462+00,第五课 公司会议,0,10,,,,,,interview
interview-多亏,多亏,duō kuī,副,đa khuy,"may nhờ, nhờ có",2026-06-14 08:39:41.911584+00,第五课 公司会议,0,10,,,,,,interview
interview-多地,多地,duō dì,名,đa địa,"nhiều nơi, nhiều địa phương",2026-06-14 09:00:44.074125+00,B1 求职面试,0,10,,,,,,interview
interview-多多指教,多多指教,duō duō zhǐ jiào,语,đa đa chỉ giáo,"xin nhiều chỉ bảo, mong chỉ giáo",2026-06-14 09:01:12.034054+00,第三课 工作交接,0,10,,,,,,interview
interview-多少,多少,duō shao,代,đa thiểu,bao nhiêu,2026-06-14 08:39:12.366544+00,第四课 日程安排,0,10,,,,,,interview
interview-多次,多次,duō cì,副,đa thứ,nhiều lần,2026-06-14 08:41:27.689474+00,第十二课 个人述职,0,10,,,,,,interview
interview-多花点,多花点,duō huā diǎn,短,,bỏ thêm chút tiền hoặc công sức,2026-06-14 09:01:13.339792+00,第三课 工作交接,0,10,,,,,,interview
interview-多长时间,多长时间,duō cháng shíjiān,短,,"bao lâu, mất bao nhiêu thời gian",2026-06-14 09:00:12.525276+00,第一课 应聘与面试,0,10,,,,,,interview
interview-大声,大声,dà shēng,副,đại thanh,"to tiếng, lớn tiếng",2026-06-14 08:41:27.965603+00,第十二课 个人述职,0,10,,,,,,interview
interview-大大提高,大大提高,dàdà tígāo,短,,nâng cao đáng kể,2026-06-14 08:41:08.248564+00,第十二课 个人述职,0,10,,,,,,interview
interview-大家,大家,dàjiā,代,đại gia,"mọi người, tất cả mọi người",2026-06-14 08:39:41.778506+00,第二课 同事关系,0,10,,,,,,interview
interview-大幅提高,大幅提高,dàfú tígāo,短,,"nâng cao đáng kể, tăng mạnh",2026-06-14 08:40:27.544331+00,第七课 汇报工作,0,10,,,,,,interview
interview-大方,大方,dàfang,形,đại phương,"rộng rãi, hào phóng",2026-06-14 09:00:33.145917+00,B1 求职面试,0,10,,,,,,interview
interview-大部分,大部分,dà bùfen,名,đại bộ phận,"phần lớn, đa số",2026-06-14 09:01:01.271301+00,第二课 同事关系,0,10,,,,,,interview
interview-大都市,大都市,dà dūshì,名,đại đô thị,"thành phố lớn, đô thị lớn",2026-06-14 08:39:32.341237+00,第四课 日程安排,0,10,,,,,,interview
interview-大量,大量,dàliàng,形,đại lượng,"số lượng lớn, nhiều",2026-06-14 08:41:23.85171+00,第十二课 个人述职,0,10,,,,,,interview
interview-太好了,太好了,tài hǎo le,语,,"tuyệt quá, tốt lắm",2026-06-14 09:00:20.606127+00,第一课 应聘与面试,0,10,,,,,,interview
interview-失业,失业,shīyè,动,thất nghiệp,"thất nghiệp, mất việc làm",2026-06-14 09:00:19.171742+00,第一课 应聘与面试,0,10,,,,,,interview
interview-失去,失去,shīqù,动,thất khứ,"mất đi, đánh mất",2026-06-14 08:41:24.223482+00,第十二课 个人述职,0,10,,,,,,interview
interview-失望,失望,shīwàng,动,thất vọng,"thất vọng, mất hy vọng",2026-06-14 08:39:31.314204+00,第四课 日程安排,0,10,,,,,,interview
interview-头发,头发,tóufa,名,đầu phát,tóc (trên đầu),2026-06-14 09:00:32.005233+00,B1 求职面试,0,10,,,,,,interview
interview-女士,女士,nǚshì,名,nữ sĩ,"quý bà, phụ nữ (kính ngữ)",2026-06-14 09:00:33.941789+00,B1 求职面试,0,10,,,,,,interview
interview-好了吗,好了吗,hǎo le ma,语,,"xong chưa, ổn chưa",2026-06-14 08:39:23.978757+00,第四课 日程安排,0,10,,,,,,interview
interview-好像,好像,hǎoxiàng,副,hảo tượng,"hình như, có vẻ như",2026-06-14 08:39:59.067273+00,第七课 汇报工作,0,10,,,,,,interview
interview-好办,好办,hǎo bàn,形,,"dễ giải quyết, dễ xử lý",2026-06-14 08:41:00.909925+00,第十一课 职业培训,0,10,,,,,,interview
interview-好吃,好吃,hǎochī,形,,"ngon, ngon miệng",2026-06-14 09:00:58.221894+00,第二课 同事关系,0,10,,,,,,interview
interview-好后,好后,hǎo hòu,短,,"sau khi khỏi bệnh, sau khi xong",2026-06-14 09:00:24.98359+00,B1 求职面试,0,10,,,,,,interview
interview-好处,好处,hǎochu,名,hảo xử,"lợi ích, điều tốt",2026-06-14 08:40:16.949787+00,第七课 汇报工作,0,10,,,,,,interview
interview-好好,好好,hǎohǎo,副,,"tốt tốt, nghiêm túc, đàng hoàng",2026-06-14 08:39:14.206732+00,第四课 日程安排,0,10,,,,,,interview
interview-好好学习,好好学习,hǎohǎo xuéxí,短,,học hành chăm chỉ,2026-06-14 08:39:31.067527+00,第四课 日程安排,0,10,,,,,,interview
interview-好步,好步,hǎo bù,名,,bước tiến tốt,2026-06-14 08:41:19.475724+00,第十二课 个人述职,0,10,,,,,,interview
interview-如何,如何,rúhé,代,như hà,"như thế nào, ra sao",2026-06-14 08:39:42.568447+00,第五课 公司会议,0,10,,,,,,interview
interview-如果,如果,rúguǒ,连,như quả,"nếu, nếu như",2026-06-14 08:40:49.019027+00,第三课 工作交接,0,10,,,,,,interview
interview-如此,如此,rúcǐ,代,như thử,"như vậy, như thế này",2026-06-14 08:40:48.116918+00,第十一课 职业培训,0,10,,,,,,interview
interview-妥当,妥当,tuǒdang,形,thỏa đáng,"thỏa đáng, ổn thỏa",2026-06-14 08:39:19.029886+00,第四课 日程安排,0,10,,,,,,interview
interview-存在,存在,cúnzài,动,tồn tại,"tồn tại, có mặt",2026-06-14 08:41:03.993568+00,第十二课 个人述职,0,10,,,,,,interview
interview-学习,学习,xuéxí,动,học tập,"học tập, học hành",2026-06-14 08:40:37.333938+00,第一课 应聘与面试,0,10,,,,,,interview
interview-学习成绩,学习成绩,xuéxí chéngjì,名,học tập thành tích,kết quả học tập,2026-06-14 08:41:22.03833+00,第一课 应聘与面试,0,10,,,,,,interview
interview-学会,学会,xuéhuì,动,học hội,"học được, thành thạo",2026-06-14 08:40:14.991642+00,第七课 汇报工作,0,10,,,,,,interview
interview-学到,学到,xuédào,动,,"học được, tiếp thu được",2026-06-14 08:39:30.025603+00,第三课 工作交接,0,10,,,,,,interview
interview-学成,学成,xuéchéng,动,học thành,"học xong, hoàn thành việc học",2026-06-14 09:01:08.309822+00,第三课 工作交接,0,10,,,,,,interview
interview-学成归来,学成归来,xuéchéng guīlái,短,học thành quy lai,học thành tài trở về,2026-06-14 09:01:10.317629+00,第三课 工作交接,0,10,,,,,,interview
